asset_id	prompt_type	subject_label	target_hook	target_output	scene_core_en	historical_context_en	composition_en	focal_objects_en	mood_palette_en	story_line_en	negative_extra_en	scene_core_zh	historical_context_zh	composition_zh	focal_objects_zh	mood_palette_zh	story_line_zh	negative_extra_zh	status	note
ch4_master_hesitation	narrative_background	师父迟疑	ch4_master_hesitation	assets/pixel_battle/backgrounds/narrative_ch4_master_hesitation.png	On a cold low-tide coast, the old master slows at the edge of exposed mud and broken rope traces, visibly hesitating before the next step|No portrait close-up: only a restrained small silhouette or partial back figure should indicate pause and doubt|The lane ahead carries mixed boot marks and drag lines from recent movement, but no clear enemy body is shown|The frame should capture a silent decision beat where caution, memory, and pressure collide	Ming dynasty coastal military old-case pressure after evidence begins to connect|This is a disciplined military-criminal atmosphere, not a romantic duel pose|Include practical details: damp mud layers, worn stakes, residual crate marks, tide-line debris, restrained Ming weapon traces, and no modern objects	Side-view 2D narrative background for a key story node with clear readable middle space|Place the hesitating master silhouette, shoreline traces, and pressure cues in the upper and middle thirds|Keep lower 33 percent visually calm for subtitle and UI safety|No protagonist in frame and no oversized foreground body|Frame should read as narrative hesitation, not action explosion	a small halted silhouette of the old master near the tide edge|mixed organized boot marks and dragged traces crossing wet mud|broken rope, stake shadows, and faint crate or transport residue|cold shore mist and exposed low-tide textures|a narrow forward sightline implying unseen threat	hesitation under pressure|coastal chill|old-case memory|disciplined danger|silence before movement	Communicate the line: he does not retreat, but he cannot step forward yet.	No full-screen portrait face|no heroic duel posing|no fantasy glow effect	退潮后的冷色海岸上，师父在外露湿泥与断绳痕迹前放慢脚步，明显迟疑在下一步之前|不要人物大头肖像，只用克制的小型人影或背影局部表达“停顿与犹疑”|前方地面有混合脚印与拖拽线，显示刚发生过有组织行动，但不出现清晰敌人全身|整幅图要抓住“沉默决断点”：谨慎、旧案记忆与现实压迫在同一瞬间碰撞	明代海疆军务旧案压力进入关键转折，线索开始互相印证|这是纪律化军务犯罪氛围，不是浪漫决斗摆拍|细节要可信：潮下湿泥分层、旧木桩、残留箱痕、潮线杂物、克制明制兵器痕迹，不要现代元素	用于关键剧情节点的 2D 叙事背景，中部空间要清晰可读|师父迟疑人影、海岸痕迹、压迫线索放在上中部|下方 33% 保持干净，给字幕和 UI 留安全区|不要画主角，不要大尺寸前景人物|画面应是“叙事迟疑”，不是动作爆发	潮边停住的师父小人影|湿泥上的组织化混合脚印与拖拽线|断绳、木桩阴影、若隐若现的箱体残痕|冷色海雾与退潮纹理|指向前方的狭窄视线，暗示未显形威胁	压迫下的迟疑|海岸寒意|旧案回响|纪律化危险|行动前沉默	必须明确传达“他没后退，但也还没踏出下一步”。	不要整屏人物肖像|不要英雄式决斗摆拍|不要玄幻发光特效	PROMPT_READY	第四章师父迟疑正式场景提示词
ch4_master_silence	narrative_background	师父沉默	ch4_master_silence	assets/pixel_battle/backgrounds/narrative_ch4_master_silence.png	At the same cold low-tide coast, the old master stands still without speaking, his posture settled into heavy silence rather than hesitation|No portrait close-up: only a restrained small silhouette or partial back figure should show stillness and contained resolve|Around him, wind crosses wet mud and old rope traces while distant shoreline details remain bleak and sparse|The scene should feel like a decision already made inwardly, with pressure held rather than released	Ming dynasty coastal military old-case pressure after key evidence has surfaced|This is a disciplined military-criminal atmosphere with emotional restraint, not an expressive duel tableau|Include practical details: damp mud layers, worn stakes, tide-line residue, faint transport traces, restrained Ming weapon hints, and no modern objects	Side-view 2D narrative background for a key story node with clear readable middle space|Place the silent master silhouette and environmental pressure cues in upper and middle thirds|Keep lower 33 percent visually calm for subtitle and UI safety|No protagonist in frame and no oversized foreground body|Frame should read as narrative silence and compression, not action buildup	a still small silhouette of the old master facing the tide line|wet mud textures with mixed old boot traces now fading|worn rope and stake shadows with minimal movement cues|cold shore mist and exposed low-tide surface|a narrow empty forward lane suggesting held intent	silence under pressure|coastal chill|old-case burden|contained resolve|stillness before consequence	Communicate the line: he says nothing, and that silence becomes the answer.	No full-screen portrait face|no heroic duel posing|no fantasy glow effect	同一片冷色退潮海岸上，师父站定不语，姿态从“迟疑”转为“沉默承压”|不要人物大头肖像，只用克制的小型人影或背影局部表达静止与内收的决意|周围是湿泥、旧绳痕与稀薄海雾，远岸细节保持冷清克制|整幅图应传达“内里已经下了决定，但不说出口”，压迫被按住而非释放	明代海疆军务旧案在关键证据浮出后进入更深压迫|这是纪律化军务犯罪氛围下的情绪克制，不是戏剧化对决摆拍|细节要可信：潮下湿泥分层、旧木桩、潮线残留、若隐若现押运痕迹、克制明制兵器暗示，不要现代元素	用于关键剧情节点的 2D 叙事背景，中部空间要清晰可读|师父沉默人影与环境压迫线索放在上中部|下方 33% 保持干净，给字幕和 UI 留安全区|不要画主角，不要大尺寸前景人物|画面应是“叙事压缩与沉默”，不是动作蓄力	面向潮线静止的师父小人影|逐渐淡去的混合旧脚印与湿泥纹理|旧绳与木桩阴影，运动线索极少|冷色海雾与外露潮滩表面|狭窄而空的前向通道，暗示压住的意图	压迫下的沉默|海岸寒意|旧案重负|内收决意|后果前静止	必须明确传达“他什么都没说，而沉默本身就是答案”。	不要整屏人物肖像|不要英雄式决斗摆拍|不要玄幻发光特效	PROMPT_READY	第四章师父沉默正式场景提示词
boss_ext_aftermath_choice	narrative_background	破船战后	boss_ext_aftermath_choice	assets/pixel_battle/backgrounds/narrative_boss_ext_aftermath_choice.png	After the shipwreck confrontation, the low-tide shore is left with opened crates, trampled mud, and a path split between two possible choices|No close character portrait: only distant small silhouettes or traces should imply people have just departed in different directions|Evidence remains in place while the immediate violence has stopped, creating a tense post-battle stillness|The frame should capture the exact beat where consequence, cover-up pressure, and personal decision converge	Ming dynasty coastal military old-case pressure intensifies after direct confrontation with firearm evidence|This is a military-criminal aftermath scene tied to official suppression risk, not a triumphant victory tableau|Include practical details: half-open crate lids, damp rope, dragged marks, mixed boot prints, low-tide debris, restrained Ming weapon traces, and no modern objects	Side-view 2D narrative background for a post-battle choice node with clear readable middle space|Place crate evidence, split movement traces, and coastline pressure cues in upper and middle thirds|Keep lower 33 percent visually calm for subtitle and UI safety|No protagonist in frame and no oversized foreground body|Frame should read as aftermath and branching consequence, not active combat	a half-open firearm crate and scattered fastening hardware|two diverging trace lines in wet mud suggesting different choices|fading boot clusters and dragged marks near the tide edge|cold shore mist over exposed low-tide textures|a distant small silhouette or disappearing trail at the far edge	aftermath tension|coastal chill|old-case pressure|branching consequence|silence after violence	Communicate the line: the fight is over, but the choice begins here.	No celebratory victory pose|no full-screen portrait face|no fantasy glow effect	破船对峙之后，退潮海岸留下开口木箱、踩乱湿泥和分岔去向的痕迹|不要人物大头肖像，只允许远处小型人影或痕迹暗示人刚刚分路离开|证据还在场，眼前冲突已停，画面应呈现“战后静压”|整幅图要抓住“后果、压案风险与个人选择在同一刻汇合”	明代海疆军务旧案在正面对峙后压力升级，火器证据带来更强压案风险|这是军务犯罪的战后现场，不是胜利庆祝图景|细节要可信：半开的箱盖、湿绳、拖拽线、混合脚印、潮线残留、克制明制兵器痕迹，不要现代元素	用于战后分支节点的 2D 叙事背景，中部空间要清晰可读|木箱证据、分岔痕迹、海岸压迫线索放在上中部|下方 33% 保持干净，给字幕和 UI 留安全区|不要画主角，不要大尺寸前景人物|画面应是“战后后果与分支决断”，不是继续战斗	半开的火器木箱与散落扣件|湿泥上两条分岔去向痕迹|潮边逐渐淡去的脚印群与拖拽线|冷色海雾与外露退潮纹理|远处小人影或将要消失的行迹	战后张力|海岸寒意|旧案压迫|分支后果|暴力后的沉默	必须明确传达“战斗已停，真正选择从这里开始”。	不要庆祝式胜利摆拍|不要整屏人物肖像|不要玄幻发光特效	PROMPT_READY	Boss扩展章破船战后正式场景提示词
military_order	narrative_background	军令巡海	military_order	assets/pixel_battle/backgrounds/narrative_military_order.png	A formal Ming coastal narrative scene for 军令巡海|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 军令巡海|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 军令巡海 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“军令巡海”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“军令巡海”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“军令巡海”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 军令巡海
chapter2_reed_ambush	battle_background	芦苇伏击	chapter2_reed_ambush	assets/pixel_battle/backgrounds/battle_bg_chapter2_reed_ambush.png	A formal Ming coastal battle scene for 芦苇伏击|The background should replace temporary reused art and establish a distinct location identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible coastal terrain, military traces, and restrained weapon evidence|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear location-defining landmark for 芦苇伏击|readable ground traces and route cues|restrained military evidence tied to the old case	coastal military tension|old-case pressure|restrained danger|historical realism|clear combat readability	Communicate the identity of 芦苇伏击 as a distinct battle location, not a reused placeholder scene.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“芦苇伏击”准备的明代海疆正式战斗场景|这张背景需要替换当前复用旧图，建立独立地点识别|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|海岸地形、军务痕迹和火器证据要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“芦苇伏击”地点身份的核心景物|清晰地面痕迹与路线线索|与旧案相关的克制军务证据	海疆军务张力|旧案压迫|克制危险|历史写实|战斗可读性清楚	必须明确传达“芦苇伏击”是独立战斗地点，而不是复用占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P0 backlog seeded prompt for 芦苇伏击
boss_ext_wakou_leader	battle_background	破船首领	boss_ext_wakou_leader	assets/pixel_battle/backgrounds/battle_bg_boss_ext_wakou_leader.png	A formal Ming coastal battle scene for 破船首领|The background should replace temporary reused art and establish a distinct location identity|Visible traces should support combat readability without oversized foreground figures	Ming dynasty coastal military old-case pressure|Historically credible coastal terrain, military traces, and restrained weapon evidence|No modern objects or fantasy staging	Side-view 2D battle background with a clear combat lane in the middle-lower area|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear location-defining landmark for 破船首领|readable ground traces and route cues|restrained military evidence tied to the old case	coastal military tension|old-case pressure|restrained danger|historical realism|clear combat readability	Communicate the identity of 破船首领 as a distinct battle location, not a reused placeholder scene.	No reused-placeholder composition|no portrait-like faces|no chaotic clutter that blocks combat readability	为“破船首领”准备的明代海疆正式战斗场景|这张背景需要替换当前复用旧图，建立独立地点识别|画面要保留清晰战斗带，不要前景人物挡住站位	明代海疆军务旧案压力|海岸地形、军务痕迹和火器证据要可信克制|不要现代物件和玄幻摆拍	用于 2D 横版战斗背景，中下部保留清晰战斗带|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“破船首领”地点身份的核心景物|清晰地面痕迹与路线线索|与旧案相关的克制军务证据	海疆军务张力|旧案压迫|克制危险|历史写实|战斗可读性清楚	必须明确传达“破船首领”是独立战斗地点，而不是复用占位背景。	不要复用旧图式构图|不要大头像人脸|不要杂乱元素挡住战斗带	PROMPT_READY	P0 backlog seeded prompt for 破船首领
narrative_military_coverup	narrative_background	军门压案	military_coverup	assets/pixel_battle/backgrounds/narrative_military_coverup.png	A formal Ming coastal narrative scene for 军门压案|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 军门压案|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 军门压案 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“军门压案”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“军门压案”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“军门压案”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 军门压案
narrative_fishing_village_embers	narrative_background	渔村残火	ch2_silent_village	assets/pixel_battle/backgrounds/narrative_fishing_village_embers.png	A formal Ming coastal narrative scene for 渔村残火|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 渔村残火|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 渔村残火 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“渔村残火”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“渔村残火”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“渔村残火”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 渔村残火
narrative_transport_officer_aftermath	narrative_background	押运之后	ch3_escort_aftermath	assets/pixel_battle/backgrounds/narrative_transport_officer_aftermath.png	A formal Ming coastal narrative scene for 押运之后|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 押运之后|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 押运之后 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“押运之后”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“押运之后”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“押运之后”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 押运之后
ch4_hidden_document	narrative_prop	夹层文书	ch4_hidden_document	assets/narrative/props/prop_ch4_hidden_document.png	A formal Ming coastal narrative prop illustration for 夹层文书|The prop should read as a specific investigation clue rather than a generic placeholder object|Present the object clearly on its own with period-correct material detail	Ming dynasty coastal military old-case pressure|Historically credible official or forensic clue design|No modern objects or fantasy staging	Square prop composition with the clue centered and fully readable|Keep the silhouette clean and the edges unobstructed|Use restrained background treatment so the object remains the focal point	the main clue object for 夹层文书|surface marks, wear, seals, or hardware that support investigation reading|period-correct material and construction detail	forensic focus|old-case pressure|historical realism|quiet tension|clear clue readability	Communicate that 夹层文书 is a concrete clue with evidentiary value, not a generic prop substitute.	No decorative clutter|no hand holding the object|no fantasy glow or modern detailing	为“夹层文书”准备的明代海疆正式叙事道具图|这件道具要读成具体调查线索，不是通用占位物|单独清楚展示物件本体，强调时代正确的材质与做工	明代海疆军务旧案压力|官方或勘验线索设计要可信|不要现代物件和玄幻摆拍	正方形道具构图，线索居中并完整可读|保持轮廓清楚，边缘无遮挡|背景处理要克制，让物件本体成为唯一焦点	“夹层文书”对应的核心线索物件|支持调查阅读的刻痕、磨损、封记或金属件|时代正确的材质与结构细节	勘验聚焦|旧案压迫|历史写实|安静张力|线索可读性清楚	必须明确传达“夹层文书”是有证据价值的具体线索，不是通用道具替代。	不要装饰性杂物|不要有人手持物件|不要玄幻发光或现代细节	PROMPT_READY	P0 backlog seeded prompt for 夹层文书
ch2_sea_route_unusual	narrative_background	海路异动	ch2_sea_route_unusual	assets/pixel_battle/backgrounds/narrative_ch2_sea_route_unusual.png	A formal Ming coastal narrative scene for 海路异动|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 海路异动|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 海路异动 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“海路异动”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“海路异动”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“海路异动”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 海路异动
ch2_beach_tracks	narrative_prop	滩涂脚印	ch2_beach_tracks	assets/narrative/props/prop_ch2_beach_tracks.png	A formal Ming coastal narrative prop illustration for 滩涂脚印|The prop should read as a specific investigation clue rather than a generic placeholder object|Present the object clearly on its own with period-correct material detail	Ming dynasty coastal military old-case pressure|Historically credible official or forensic clue design|No modern objects or fantasy staging	Square prop composition with the clue centered and fully readable|Keep the silhouette clean and the edges unobstructed|Use restrained background treatment so the object remains the focal point	the main clue object for 滩涂脚印|surface marks, wear, seals, or hardware that support investigation reading|period-correct material and construction detail	forensic focus|old-case pressure|historical realism|quiet tension|clear clue readability	Communicate that 滩涂脚印 is a concrete clue with evidentiary value, not a generic prop substitute.	No decorative clutter|no hand holding the object|no fantasy glow or modern detailing	为“滩涂脚印”准备的明代海疆正式叙事道具图|这件道具要读成具体调查线索，不是通用占位物|单独清楚展示物件本体，强调时代正确的材质与做工	明代海疆军务旧案压力|官方或勘验线索设计要可信|不要现代物件和玄幻摆拍	正方形道具构图，线索居中并完整可读|保持轮廓清楚，边缘无遮挡|背景处理要克制，让物件本体成为唯一焦点	“滩涂脚印”对应的核心线索物件|支持调查阅读的刻痕、磨损、封记或金属件|时代正确的材质与结构细节	勘验聚焦|旧案压迫|历史写实|安静张力|线索可读性清楚	必须明确传达“滩涂脚印”是有证据价值的具体线索，不是通用道具替代。	不要装饰性杂物|不要有人手持物件|不要玄幻发光或现代细节	PROMPT_READY	P0 backlog seeded prompt for 滩涂脚印
ch2_reed_ambush_aftermath	narrative_background	芦苇伏击战后	ch2_reed_ambush_aftermath	assets/pixel_battle/backgrounds/narrative_ch2_reed_ambush_aftermath.png	A formal Ming coastal narrative scene for 芦苇伏击战后|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 芦苇伏击战后|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 芦苇伏击战后 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“芦苇伏击战后”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“芦苇伏击战后”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“芦苇伏击战后”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 芦苇伏击战后
ch2_night_signal_fire	narrative_background	夜火信号	ch2_night_signal_fire	assets/pixel_battle/backgrounds/narrative_ch2_night_signal_fire.png	A formal Ming coastal narrative scene for 夜火信号|This image should replace temporary shared runtime art and establish a distinct story beat|Use location traces, weather, and evidence instead of large character portraits	Ming dynasty coastal military old-case pressure|Historically credible coastal environment, official traces, and restrained evidence cues|No modern objects or fantasy staging	Side-view 2D narrative background with a readable middle space|Keep lower 33 percent calm for UI and subtitle safety|Place the main location cue and evidence in the upper and middle thirds	a clear scene-defining landmark for 夜火信号|environmental traces tied to the old case|a restrained route, object, or shoreline cue that supports the story beat	coastal chill|old-case pressure|narrative restraint|historical realism|quiet tension	Communicate 夜火信号 as a distinct narrative beat with its own evidence and atmosphere, not reused shared art.	No portrait-substitute framing|no placeholder-like repetition from another scene|no clutter that obscures the story beat	为“夜火信号”准备的明代海疆正式叙事场景|这张图需要替换当前共用旧 runtime，建立独立剧情节点身份|用地点痕迹、天气与证据说话，不要大头像人物	明代海疆军务旧案压力|海岸环境、军门痕迹和证据线索要可信克制|不要现代物件和玄幻摆拍	用于 2D 叙事背景，中部空间清晰可读|下方 33% 保持干净，给 UI 和字幕留安全区|主要地点线索与证据放在上中部	能定义“夜火信号”节点身份的核心景物|与旧案相关的环境痕迹|支持剧情节拍的路线、物件或海岸线索	海岸寒意|旧案压迫|叙事克制|历史写实|安静张力	必须明确传达“夜火信号”是独立剧情节点，有自己的证据与气氛，而不是复用共享背景。	不要肖像替代式构图|不要重复别处场景的占位感|不要杂乱元素遮住剧情焦点	PROMPT_READY	P0 backlog seeded prompt for 夜火信号
ch3_firearm_marking	narrative_prop	明制火器刻印	ch3_firearm_marking	assets/narrative/props/prop_ch3_firearm_marking.png	A formal Ming coastal narrative prop illustration for 明制火器刻印|The prop should read as a specific investigation clue rather than a generic placeholder object|Present the object clearly on its own with period-correct material detail	Ming dynasty coastal military old-case pressure|Historically credible official or forensic clue design|No modern objects or fantasy staging	Square prop composition with the clue centered and fully readable|Keep the silhouette clean and the edges unobstructed|Use restrained background treatment so the object remains the focal point	the main clue object for 明制火器刻印|surface marks, wear, seals, or hardware that support investigation reading|period-correct material and construction detail	forensic focus|old-case pressure|historical realism|quiet tension|clear clue readability	Communicate that 明制火器刻印 is a concrete clue with evidentiary value, not a generic prop substitute.	No decorative clutter|no hand holding the object|no fantasy glow or modern detailing	为“明制火器刻印”准备的明代海疆正式叙事道具图|这件道具要读成具体调查线索，不是通用占位物|单独清楚展示物件本体，强调时代正确的材质与做工	明代海疆军务旧案压力|官方或勘验线索设计要可信|不要现代物件和玄幻摆拍	正方形道具构图，线索居中并完整可读|保持轮廓清楚，边缘无遮挡|背景处理要克制，让物件本体成为唯一焦点	“明制火器刻印”对应的核心线索物件|支持调查阅读的刻痕、磨损、封记或金属件|时代正确的材质与结构细节	勘验聚焦|旧案压迫|历史写实|安静张力|线索可读性清楚	必须明确传达“明制火器刻印”是有证据价值的具体线索，不是通用道具替代。	不要装饰性杂物|不要有人手持物件|不要玄幻发光或现代细节	PROMPT_READY	P0 backlog seeded prompt for 明制火器刻印
