candidate_type	file_path	symbol_or_line	matched_keyword	evidence	likely_role	confidence	risk_level	recommended_action	notes
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:5	settlement	"high_risk_touchpoint	scripts/battle_state_machine.gd	set_settlement_mode_id	settlement	settlement_mode = SettlementMode.SYMMETRIC	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:6	settlement	"high_risk_touchpoint	scripts/battle_state_machine.gd	settlement_mode	settlement	var settlement_mode: SettlementMode = SettlementMode.REACTIVE	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:7	settlement	"high_risk_touchpoint	scripts/battle_state_machine.gd	settlement_mode_id	settlement	return MODE_REACTIVE_ID if settlement_mode == SettlementMode.REACTIVE else MODE_SYMMETRIC_ID	不建议直接修改的高风险文件触点	high	high	保持只读，避免在 v1.0a 修改该文件。	主流程关键文件，当前阶段仅允许静态定位。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:8	reward	"legacy_reward_source	data/enemy_manifest.json	line:1090	reward	""""""reward"""": {""	可能是旧奖励数据源	high	medium	纳入 adapter 的 legacy 读取分支，不直接改写原源数据。	可作为 shadow 对比基线。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_legacy_flow_report.tsv	line:9	reward	"legacy_reward_source	data/enemy_manifest.json	line:226	reward	""""""reward"""": {""	可能是旧奖励数据源	high	medium	纳入 adapter 的 legacy 读取分支，不直接改写原源数据。	可作为 shadow 对比基线。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:1	reward	"reward_plan_id	battle_slot_id	deck_id	deck_skeleton_id	archetype_id	scope	route_type	battle_type	tier	expected_player_realm	expected_lightness_level	reward_profile	martial_xp_reward	weapon_xp_reward	military_merit_reward	clean_reputation_reward	old_case_progress_reward	lightness_reward_type	lightness_cap_unlock	card_reward_pool	resource_reward_type	resource_reward_amount	risk_level	can_trigger_realm_10	can_trigger_lightness_breakthrough	can_trigger_wuzhuangyuan_route	ending_route	source_route_checkpoint	source_deck_id	notes"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:2	奖励	"rw_prologue_01	prologue_01				tutorial	common	tutorial		1	0	tutorial	3	0	0	1	0	none	none	none	heal	1	low	false	false	false	none	normal_after_wuju		序章教学奖励，不承担路线分流。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:3	奖励	"rw_wuju_weapon_01	wuju_weapon_01				wuju_weapon	common	weapon_trial		2	0-1	weapon_trial	5	4	1	0	0	practice	cap_1	weapon_basic	supply	1	low	false	false	false	none	normal_after_wuju		兵器试长枪基础奖励。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:4	奖励	"rw_wuju_weapon_02	wuju_weapon_02				wuju_weapon	common	weapon_trial		2-3	0-1	weapon_trial	5	4	1	0	0	practice	cap_1	weapon_basic	supply	1	low	false	false	false	none	normal_after_wuju		兵器试单刀基础奖励。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:6	奖励	"rw_wuju_exam_02	wuju_exam_02				wuju_exam	common	exam		3	1	wuju_exam	6	2	1	0	0	practice	cap_1	weapon_common	supply	1	medium	false	false	false	none	normal_after_wuju		武举兵器考核奖励。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:7	奖励	"rw_wuju_exam_03	wuju_exam_03				wuju_exam	common	exam		3-4	1	wuju_exam	8	3	2	0	0	practice	cap_1	weapon_uncommon	upgrade_card	1	medium	false	false	false	none	normal_after_wuju		武举对人战奖励，累计前置达到 32 xp。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:8	奖励	"rw_big_map_normal_enemy_coastal_raider_blade_advanced	big_map_normal_pool	enemy_coastal_raider_blade_advanced	enemy_coastal_raider_blade_advanced	coastal_raider_blade	big_map_normal	common	normal	basic	4-8	1-2	normal_high	5	3	1	0	0	practice	cap_2	weapon_common	silver	30	medium	false	false	false	none	normal_after_big_map	enemy_coastal_raider_blade_advanced	普通池奖励，主用于 8-9 境成长。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_plan.tsv	line:9	奖励	"rw_big_map_normal_enemy_coastal_raider_blade_aggressive	big_map_normal_pool	enemy_coastal_raider_blade_aggressive	enemy_coastal_raider_blade_aggressive	coastal_raider_blade	big_map_normal	common	normal	basic	4-8	1-2	normal_high	5	3	1	0	0	practice	cap_2	weapon_common	silver	30	medium	false	false	false	none	normal_after_big_map	enemy_coastal_raider_blade_aggressive	普通池奖励，主用于 8-9 境成长。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_readonly_integration_probe_report.md	line:1	reward	# Battle Reward 受控只读接入试验报告	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_readonly_integration_probe_report.md	line:26	reward	- 本试验仅做 battle_reward 受控只读对齐验证，不接入正式奖励逻辑，不替换正式数据源。	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_readonly_integration_probe_report.md	line:3	reward	- 阶段：battle_reward_readonly_integration_probe	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_readonly_integration_probe_report.tsv	line:2	reward	"battle_reward	0	true	true	true	true	45	45	matched	matched	0	0	0	false	disabled	true	false	false	false	true	0	readonly_probe_only	low		本试验仅做 battle_reward 受控只读对齐验证，不接入正式奖励逻辑，不替换正式数据源。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.md	line:1	reward	# Battle Reward Runtime Adapter Scaffold 探测报告	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.md	line:19	reward	- selected_reward_runtime_effective: false	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.md	line:25	reward	- v1.0b 仅 scaffold：selected_reward 固定 legacy，runtime 仅候选/对比，不接入正式主流程。	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.md	line:8	reward	- runtime battle_reward 记录数: 45	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.md	line:9	reward	- selected_reward 是否仍 legacy: true	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.tsv	line:1	reward	"adapter_file_exists	adapter_class_declared	adapter_resolve_api_present	adapter_referenced_by_main_flow	dangerous_call_count	dangerous_calls	runtime_loader_config_disabled	runtime_battle_reward_exists	runtime_battle_reward_record_count	read_only	formal_data_source_replaced	combat_flow_touched	battle_state_touched	config_enabled	selected_reward_runtime_effective	selected_reward_is_legacy	runtime_only_as_candidate_or_compare	high_risk_modified_count	high_risk_modified_files	formal_reward_source_modified_count	formal_reward_source_modified_files	blocked_reason	notes"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_runtime_adapter_scaffold_report.tsv	line:2	reward	"true	true	true	false	0		true	true	45	true	false	false	false	false	false	true	true	0		0			v1.0b 仅 scaffold：selected_reward 固定 legacy，runtime 仅候选/对比，不接入正式主流程。"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:1	reward	# Battle Reward Shadow Integration Plan 探测报告	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:12	reward	| plan_phrase::legacy reward 仍然是正式奖励 | PASS | present | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:13	reward	| plan_phrase::runtime reward 只作为 runtime_candidate | PASS | present | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:14	reward	| plan_phrase::selected_reward 必须来自 legacy | PASS | present | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:15	reward	| plan_phrase::runtime_reward_effective=false | PASS | present | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:19	奖励	| plan_phrase::不替换正式奖励源 | PASS | present | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:21	reward	| preferred_entry_recorded | PASS | scripts/narrative_demo_canonical_controller.gd::_battle_reward_for_source | present | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.md	line:27	reward	| battle_reward_runtime_exists | PASS | true | true | blocking |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:12	奖励	"plan_phrase::不替换正式奖励源	PASS	present	present	文档应包含关键短语：不替换正式奖励源	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:14	reward	"preferred_entry_recorded	PASS	scripts/narrative_demo_canonical_controller.gd::_battle_reward_for_source	present	应明确记录首选最小接入点。	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:20	reward	"battle_reward_runtime_exists	PASS	true	true	runtime battle_reward.json 必须存在。	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:21	reward	"battle_reward_runtime_record_count	PASS	45	45	runtime battle_reward 记录数应为 45。	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:5	reward	"plan_phrase::legacy reward 仍然是正式奖励	PASS	present	present	文档应包含关键短语：legacy reward 仍然是正式奖励	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:6	reward	"plan_phrase::runtime reward 只作为 runtime_candidate	PASS	present	present	文档应包含关键短语：runtime reward 只作为 runtime_candidate	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:7	reward	"plan_phrase::selected_reward 必须来自 legacy	PASS	present	present	文档应包含关键短语：selected_reward 必须来自 legacy	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_battle_reward_shadow_integration_plan_report.tsv	line:8	reward	"plan_phrase::runtime_reward_effective=false	PASS	present	present	文档应包含关键短语：runtime_reward_effective=false	blocking"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:21	reward	| 1 | lite_export_battle_reward | 0 | PASS | 102 |  |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:24	reward	| 4 | battle_reward_runtime_adapter_scaffold_probe | 0 | PASS | 99 |  |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:25	reward	| 5 | battle_reward_runtime_adapter_scaffold_validator | 0 | PASS | 56 |  |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:26	reward	| 6 | battle_reward_shadow_integration_plan_probe | 0 | PASS | 104 |  |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:27	reward	| 7 | battle_reward_shadow_integration_plan_validator | 0 | PASS | 57 |  |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:4	reward	- battle_reward record_count: 45	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:5	reward	- battle_reward Godot record_count: 45	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.md	line:6	reward	- runtime 目录文件列表: battle_reward.json, card_pool.json, runtime_loader_config.json, runtime_manifest.json	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.tsv	line:2	reward	"1	lite_export_battle_reward	python3 tools/content_engine/content_engine_export.py --domain battle_reward --write	0	PASS	102		none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.tsv	line:5	reward	"4	battle_reward_runtime_adapter_scaffold_probe	python3 tools/content_engine/battle_reward_runtime_adapter_scaffold_probe.py	0	PASS	99		none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.tsv	line:6	reward	"5	battle_reward_runtime_adapter_scaffold_validator	python3 tools/content_engine/battle_reward_runtime_adapter_scaffold_validator.py	0	PASS	56		none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.tsv	line:7	reward	"6	battle_reward_shadow_integration_plan_probe	python3 tools/content_engine/battle_reward_shadow_integration_plan_probe.py	0	PASS	104		none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_lite_check_report.tsv	line:8	reward	"7	battle_reward_shadow_integration_plan_validator	python3 tools/content_engine/battle_reward_shadow_integration_plan_validator.py	0	PASS	57		none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:2	reward	"1	compile	py_compile	python3 -m py_compile tools/content_engine/runtime_export_dry_run.py tools/content_engine/runtime_export_dry_run_validator.py tools/content_engine/runtime_export_approval_overlay.py tools/content_engine/runtime_export_approval_validator.py tools/content_engine/runtime_export_diff_report.py tools/content_engine/runtime_export_diff_report_validator.py tools/content_engine/runtime_exporter.py tools/content_engine/runtime_exporter_validator.py tools/content_engine/runtime_export_manifest.py tools/content_engine/runtime_export_manifest_validator.py tools/content_engine/runtime_loader_preflight.py tools/content_engine/runtime_loader_preflight_validator.py tools/content_engine/runtime_loader_scaffold_probe.py tools/content_engine/runtime_loader_scaffold_validator.py tools/content_engine/runtime_loader_godot_probe.py tools/content_engine/runtime_loader_godot_probe_validator.py tools/content_engine/runtime_loader_negative_fixture_builder.py tools/content_engine/runtime_loader_negative_fixture_probe.py tools/content_engine/runtime_loader_negative_fixture_validator.py tools/content_engine/battle_reward_runtime_adapter_scaffold_probe.py tools/content_engine/battle_reward_runtime_adapter_scaffold_validator.py	0	PASS	96			true	none	none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:43	reward	"10	preview	preview_formal_runtime_sha_unchanged	<internal-check>	0	PASS	1			true	none	baseline={'card_pool.json': 'e437f39674b288702686baf6e8a257a9bc105b5cde235ffe36997f880b70a645', 'battle_reward.json': '49e8b8816ecdaccf035558e321d8202f60b98b115637b5824eb17096cf5b6b2a', 'runtime_manifest.json': '0f05798478c057c1c486853ede3b59494a19a12cb3811182e20eabd42de326f3', 'runtime_loader_config.json': 'd26d369fe2d9a5c8d6a95fc720e1c3f16f36ea9cca5018e52d6ab04759fdf1fa'} current={'card_pool.json': 'e437f39674b288702686baf6e8a257a9bc105b5cde235ffe36997f880b70a645', 'battle_reward.json': '49e8b8816ecdaccf035558e321d8202f60b98b115637b5824eb17096cf5b6b2a', 'runtime_manifest.json': '0f05798478c057c1c486853ede3b59494a19a12cb3811182e20eabd42de326f3', 'runtime_loader_config.json': 'd26d369fe2d9a5c8d6a95fc720e1c3f16f36ea9cca5018e52d6ab04759fdf1fa'}"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:44	reward	"11	preview	preview_runtime_dir_allowed_only	<internal-check>	0	PASS	1			true	none	runtime_files=['battle_reward.json', 'card_pool.json', 'runtime_loader_config.json', 'runtime_manifest.json']"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:45	reward	"12	adapter_scaffold	battle_reward_runtime_adapter_scaffold_probe	python3 tools/content_engine/battle_reward_runtime_adapter_scaffold_probe.py	0	PASS	116	Wrote data/design/generated_battle_reward_runtime_adapter_scaffold_report.tsv and data/design/generated_battle_reward_runtime_adapter_scaffold_report.md.		true	none	none"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:46	reward	"13	adapter_scaffold	battle_reward_runtime_adapter_scaffold_validator	python3 tools/content_engine/battle_reward_runtime_adapter_scaffold_validator.py	0	PASS	60	""PASS: runtime 目录白名单校验通过"	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:58	reward	FAIL: runtime directory must contain exactly allowlisted files: expected=['battle_reward.json', 'card_pool.json'], actual=['battle_reward.json', 'card_pool.json', 'runtime_loader_config.json', 'runtime_manifest.json']	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:64	reward	PASS: manifest lists exactly card_pool.json and battle_reward.json.	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_engine_regression_report.tsv	line:70	reward	PASS: manifest lists exactly card_pool.json and battle_reward.json.	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_approval.tsv	line:11	reward	"approval_generated_battle_reward_plan	v0.6d	generated_battle_reward_plan	data/design/generated_battle_reward_plan.tsv	reward_plan	v0.5a	PASS	0	0	pending_review	false	true	validator_pass_but_runtime_schema_not_defined	medium	future_runtime	runtime_exporter_not_implemented,runtime_schema_not_defined,needs_manual_review,approval_not_granted	manual_review_required,define_runtime_schema,add_runtime_export_mapping,approve_before_v0_7		59c4e869ed80bd2aa757dc3279077194564c38a2a1b0120de75e5b1c6ece69ab	data/design/validator_logs/battle_reward_validator.log	Design-layer artifact only; runtime export still requires explicit approval gate and exporter implementation."	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_approval_report.md	line:33	reward	| generated_battle_reward_plan | PASS | pending_review | medium | false | manual_review_required, define_runtime_schema, add_runtime_export_mapping, approve_before_v0_7 |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_manifest.tsv	line:11	reward	"content_package_manifest_v0_6a	v0.6a	generated_battle_reward_plan	reward_plan	data/design/generated_battle_reward_plan.tsv	v0.5a	tools/content_engine/battle_reward_generator.py	tools/content_engine/battle_reward_validator.py	data/design/generated_battle_slot_plan.tsv,data/design/generated_enemy_deck_skeleton.tsv,data/design/generated_enemy_deck_sets.tsv,data/design/generated_enemy_archetype_pool.tsv,data/design/generated_route_progression_curve.tsv,data/design/progression_numeric_config_v1_3.tsv	generated_battle_slot_plan,generated_enemy_deck_skeleton,generated_enemy_deck_sets,generated_enemy_archetype_pool,generated_route_progression_curve,progression_numeric_config_v1_3	45	59c4e869ed80bd2aa757dc3279077194564c38a2a1b0120de75e5b1c6ece69ab	NOT_RUN	0	0	false	future_runtime	runtime_exporter_not_implemented,runtime_schema_not_defined,needs_manual_review	Design-layer battle reward plan with route and reward traces for later export/reporting."	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_manifest.tsv	line:12	reward	"content_package_manifest_v0_6a	v0.6a	generated_operation_node_plan	generated_table	data/design/generated_operation_node_plan.tsv	v0.5b	tools/content_engine/operation_node_generator.py	tools/content_engine/operation_node_validator.py	data/design/generated_operation_node_requirement.tsv,data/design/generated_battle_reward_plan.tsv,data/design/generated_route_progression_curve.tsv,data/design/progression_numeric_config_v1_3.tsv	generated_operation_node_requirement,generated_battle_reward_plan,generated_route_progression_curve,progression_numeric_config_v1_3	10	e70a280d8c9bc5c94028fed77b06b08d3746faa7536bec94f634784121fd7f09	NOT_RUN	0	0	false	future_runtime	runtime_exporter_not_implemented,runtime_schema_not_defined,needs_manual_review	Design-layer operation node instances and route tags only."	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_manifest.tsv	line:13	reward	"content_package_manifest_v0_6a	v0.6a	generated_narrative_node_plan	narrative_plan	data/design/generated_narrative_node_plan.tsv	v0.5c	tools/content_engine/narrative_node_generator.py	tools/content_engine/narrative_node_validator.py	data/design/generated_operation_node_plan.tsv,data/design/generated_battle_reward_plan.tsv,data/design/generated_route_progression_curve.tsv,data/design/generated_battle_slot_plan.tsv	generated_operation_node_plan,generated_battle_reward_plan,generated_route_progression_curve,generated_battle_slot_plan	28	ddb8637d21f9f7765ea75083981f7e06105de3601e7170c1453f68357ca16f61	NOT_RUN	0	0	false	future_runtime	runtime_exporter_not_implemented,runtime_schema_not_defined,needs_manual_review	Narrative skeleton plan only; no prose body generation and no runtime narrative export."	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_manifest.tsv	line:14	reward	"content_package_manifest_v0_6a	v0.6a	generated_route_gate_plan	route_gate_plan	data/design/generated_route_gate_plan.tsv	v0.5d	tools/content_engine/route_gate_generator.py	tools/content_engine/route_gate_validator.py	data/design/generated_battle_reward_plan.tsv,data/design/generated_operation_node_plan.tsv,data/design/generated_narrative_node_plan.tsv,data/design/generated_route_progression_curve.tsv,data/design/progression_numeric_config_v1_3.tsv	generated_battle_reward_plan,generated_operation_node_plan,generated_narrative_node_plan,generated_route_progression_curve,progression_numeric_config_v1_3	9	7b6927b6830fdcc29bb6fc83b359d698001f30198d79e3dbcf94b3f4c8ad5bbb	NOT_RUN	0	0	false	future_runtime	runtime_exporter_not_implemented,runtime_schema_not_defined,needs_manual_review	Design-layer route gate aggregation only; runtime route gate export remains blocked."	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_report.md	line:112	reward	- generated_battle_reward_plan: validator_status=NOT_RUN, type=reward_plan, export_scope=future_runtime	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_report.md	line:30	reward	| generated_battle_reward_plan | reward_plan | v0.5a | 45 | NOT_RUN | false | future_runtime |	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_report.md	line:55	reward	- generated_battle_reward_plan	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_report.md	line:58	reward	- depends on: generated_operation_node_requirement, generated_battle_reward_plan, generated_route_progression_curve, progression_numeric_config_v1_3	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
unknown_candidate	data/design/generated_content_package_report.md	line:60	reward	- depends on: generated_operation_node_plan, generated_battle_reward_plan, generated_route_progression_curve, generated_battle_slot_plan	可能只是 UI 文案或无关匹配	low	low	保留观察，不作为首批接入点。	后续按上下文二次人工筛选。
